geneid	gene_name	proteinid	protein_size	protein_desc
ENSG00000120805	ARL1	ENSP00000261636	181	ADP-ribosylation factor-like protein 1; GTP-binding protein that has very low efficiency as allosteric activator of the cholera toxin catalytic subunit, an ADP-ribosyltransferase. Can activate phospholipase D with very low efficiency. Important for normal function of the Golgi apparatus; ARF GTPase family
ENSG00000111666	CHPT1	ENSP00000229266	406	Cholinephosphotransferase 1; Catalyzes phosphatidylcholine biosynthesis from CDP- choline. It thereby plays a central role in the formation and maintenance of vesicular membranes
ENSG00000111670	GNPTAB	ENSP00000299314	1256	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta; Catalyzes the formation of mannose 6-phosphate (M6P) markers on high mannose type oligosaccharides in the Golgi apparatus. M6P residues are required to bind to the M6P receptors (MPR), which mediate the vesicular transport of lysosomal enzymes to the endosomal/prelysosomal compartment; EF-hand domain containing
ENSG00000120860	CCDC53	ENSP00000240079	194	WASH complex subunit 3; Acts at least in part as component of the WASH core complex whose assembly at the surface of endosomes seems to inhibit WASH nucleation-promoting factor (NPF) activity in recruiting and activating the Arp2/3 complex to induce actin polymerization, and which is involved in regulation of the fission of tubules that serve as transport intermediates during endosome sorting; Belongs to the CCDC53 family
ENSG00000185480	PARPBP	ENSP00000332915	579	PCNA-interacting partner; Required to suppress inappropriate homologous recombination, thereby playing a central role DNA repair and in the maintenance of genomic stability. Antagonizes homologous recombination by interfering with the formation of the RAD51-DNA homologous recombination structure. Binds single-strand DNA and poly(A) homopolymers. Positively regulate the poly(ADP- ribosyl)ation activity of PARP1; however such function may be indirect; Belongs to the PARI family
ENSG00000111696	NT5DC3	ENSP00000376615	548	5'-nucleotidase domain containing 3
ENSG00000204954	C12orf73	ENSP00000367330	71	Uncharacterized protein C12orf73; Chromosome 12 open reading frame 73
ENSG00000171310	CHST11	ENSP00000305725	352	Carbohydrate sulfotransferase 11; Catalyzes the transfer of sulfate to position 4 of the N-acetylgalactosamine (GalNAc) residue of chondroitin. Chondroitin sulfate constitutes the predominant proteoglycan present in cartilage and is distributed on the surfaces of many cells and extracellular matrices. Can also sulfate Gal residues in desulfated dermatan sulfate. Preferentially sulfates in GlcA->GalNAc unit than in IdoA->GalNAc unit. Does not form 4, 6- di-O-sulfated GalNAc when chondroitin sulfate C is used as an acceptor; Belongs to the sulfotransferase 2 family
ENSG00000235162	C12orf75	ENSP00000448536	63	Overexpressed in colon carcinoma 1 protein; Chromosome 12 open reading frame 75
ENSG00000136003	ISCU	ENSP00000310623	167	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial; Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic [2Fe-2S] and [4Fe-4S] proteins. First, a [2Fe-2S] cluster is transiently assembled on the scaffold protein ISCU. In a second step, the cluster is released from ISCU, transferred to a glutaredoxin GLRX5, followed by the formation of mitochondrial [2Fe-2S] proteins, the synthesis of [4Fe-4S] clusters and their target-specific insertion into the recipient apoproteins.  [...] 
ENSG00000110906	KCTD10	ENSP00000228495	313	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3; Substrate-specific adapter of a BCR (BTB-CUL3-RBX1) E3 ubiquitin-protein ligase complex. The BCR(BACURD3) E3 ubiquitin ligase complex mediates the ubiquitination of target proteins, leading to their degradation by the proteasome (By similarity)
ENSG00000139433	GLTP	ENSP00000315263	209	Glycolipid transfer protein; Accelerates the intermembrane transfer of various glycolipids. Catalyzes the transfer of various glycosphingolipids between membranes but does not catalyze the transfer of phospholipids. May be involved in the intracellular translocation of glucosylceramides
ENSG00000139437	TCHP	ENSP00000324404	498	Trichoplein keratin filament-binding protein; Tumor suppressor which has the ability to inhibit cell growth and be pro-apoptotic during cell stress. Inhibits cell growth in bladder and prostate cancer cells by a down-regulation of HSPB1 by inhibiting its phosphorylation. May act as a 'capping' or 'branching' protein for keratin filaments in the cell periphery. May regulate K8/K18 filament and desmosome organization mainly at the apical or peripheral regions of simple epithelial cells. Is a negative regulator of ciliogenesis; Belongs to the TCHP family
ENSG00000089234	BRAP	ENSP00000403524	592	BRCA1-associated protein; Negatively regulates MAP kinase activation by limiting the formation of Raf/MEK complexes probably by inactivation of the KSR1 scaffold protein. Also acts as a Ras responsive E3 ubiquitin ligase that, on activation of Ras, is modified by auto- polyubiquitination resulting in the release of inhibition of Raf/MEK complex formation. May also act as a cytoplasmic retention protein with a role in regulating nuclear transport; Ring finger proteins
ENSG00000198270	TMEM116	ENSP00000447731	337	Transmembrane protein 116
ENSG00000089127	OAS1	ENSP00000388001	414	2'-5'-oligoadenylate synthase 1; Interferon-induced, dsRNA-activated antiviral enzyme which plays a critical role in cellular innate antiviral response. In addition, it may also play a role in other cellular processes such as apoptosis, cell growth, differentiation and gene regulation. Synthesizes higher oligomers of 2'-5'-oligoadenylates (2-5A) from ATP which then bind to the inactive monomeric form of ribonuclease L (RNase L) leading to its dimerization and subsequent activation. Activation of RNase L leads to degradation of cellular as well as viral RNA, resulting in the inhibition  [...] 
ENSG00000089060	SLC8B1	ENSP00000447091	584	Mitochondrial sodium/calcium exchanger protein; Mitochondrial sodium/calcium antiporter that mediates sodium-dependent calcium efflux from mitochondrion, by mediating the exchange of 3 sodium ions per 1 calcium ion. Plays a central role in mitochondrial calcium homeostasis by mediating mitochondrial calcium extrusion: calcium efflux is essential for mitochondrial function and cell survival, notably in cardiomyocytes (By similarity). Regulates rates of glucose-dependent insulin secretion in pancreatic beta-cells during the first phase of insulin secretion: acts by mediating efflux of ca [...] 
ENSG00000139410	SDSL	ENSP00000385790	329	Serine dehydratase-like; Has low serine dehydratase and threonine dehydratase activity
ENSG00000174989	FBXW8	ENSP00000310686	598	F-box/WD repeat-containing protein 8; Substrate-recognition component of a Cul7-RING ubiquitin-protein ligase complex, which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. The Cul7-RING(FBXW8) complex mediates ubiquitination and consequent degradation of GORASP1, acting as a component of the ubiquitin ligase pathway that regulates Golgi morphogenesis and dendrite patterning in brain. Mediates ubiquitination and degradation of IRS1 in a mTOR-dependent manner: the Cul7-RING(FBXW8) complex recognizes and binds IRS1 previously phosphorylated by S6 ki [...] 
ENSG00000089250	NOS1	ENSP00000477999	1468	Nitric oxide synthase, brain; Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and peripheral nervous system, NO displays many properties of a neurotransmitter. Probably has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such SRR; Belongs to the NOS family
ENSG00000176834	VSIG10	ENSP00000352172	540	V-set and immunoglobulin domain containing 10
ENSG00000089159	PXN	ENSP00000267257	605	Paxillin; Cytoskeletal protein involved in actin-membrane attachment at sites of cell adhesion to the extracellular matrix (focal adhesion); Belongs to the paxillin family
ENSG00000111775	COX6A1	ENSP00000229379	109	Cytochrome c oxidase subunit 6A1, mitochondrial; This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport
ENSG00000257218	GATC	ENSP00000446872	136	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln); Belongs to the GatC family
ENSG00000110871	COQ5	ENSP00000288532	327	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial; Methyltransferase required for the conversion of 2- polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3- methyl-6-methoxy-1,4-benzoquinol (DMQH2); Seven-beta-strand methyltransferase motif containing
ENSG00000167272	POP5	ENSP00000350098	163	Ribonuclease P/MRP protein subunit POP5; Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of RNase MRP
ENSG00000157895	C12orf43	ENSP00000437803	252	Uncharacterized protein C12orf43; Chromosome 12 open reading frame 43
ENSG00000135124	P2RX4	ENSP00000353032	404	P2X purinoceptor 4; Receptor for ATP that acts as a ligand-gated ion channel. This receptor is insensitive to the antagonists PPADS and suramin; Purinergic receptors P2X
ENSG00000139714	MORN3	ENSP00000347486	240	MORN repeat containing 3
ENSG00000139725	RHOF	ENSP00000267205	211	Rho-related GTP-binding protein RhoF; Plasma membrane-associated small GTPase which cycles between an active GTP-bound and an inactive GDP-bound state. Causes the formation of thin, actin-rich surface projections called filopodia. Functions cooperatively with CDC42 and Rac to generate additional structures, increasing the diversity of actin- based morphology; Rho family GTPases
ENSG00000158023	WDR66	ENSP00000288912	1149	Cilia- and flagella-associated protein 251; May regulate cilium motility through its role in the assembly of the axonemal radial spokes; WD repeat domain containing
ENSG00000110987	BCL7A	ENSP00000445868	231	B-cell CLL/lymphoma 7 protein family member A; BCL tumor suppressor 7A; BAF complex
ENSG00000158113	LRRC43	ENSP00000344233	656	Leucine-rich repeat-containing protein 43; Leucine rich repeat containing 43
ENSG00000196917	HCAR1	ENSP00000389255	346	Hydroxycarboxylic acid receptor 1; Acts as a receptor for L-lactate and mediates its anti- lipolytic effect through a G(i)-protein-mediated pathway; Hydroxy-carboxylic acid receptors
ENSG00000139722	VPS37B	ENSP00000267202	285	Vacuolar protein sorting-associated protein 37B; Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies. May be involved in cell growth and differentiation
